alarm_id,incident_description,network_region,technology_type,severity,outage_duration,device_vendor,resolution_notes,timestamp,service_impact,alarm_type,affected_subscribers,resolution_time_minutes,recurrence_count
ALM-2024-00347,ISIS adjacency loss between Central P-routers after planned IOS-XR upgrade. SPF recalculation loop detected causing micro-burst packet loss. ECMP paths became unequal triggering traffic imbalance across 39 interfaces.,South,3G-UMTS,P1-Critical,100,Huawei,Restarted affected network function instances. Applied configuration correction. Root cause analysis completed and design fix scheduled for next maintenance window.,2024-12-04T13:00:18,Enterprise VPN,Sync Loss,129854,298,3
ALM-2023-00087,N2/N3 interface congestion between West gNBs and AMF cluster. 41 sites showing SCTP association failures. Emergency handover to 4G-LTE fallback activated. Traffic load balancing misconfiguration identified as probable cause.,West,5G-NR,P2-High,55,Cisco,Executed RF parameter optimization using SON toolset. Adjusted antenna tilt by 8 degrees. Activated neighbor cell load balancing. Service KPIs returned to baseline within 94 minutes.,2024-12-04T22:53:33,"SMS, IoT Connectivity",Power Failure,122497,79,1
ALM-2023-00190,Submarine cable EDFA failure causing signal degradation on North international link. Capacity reduced from 156Gbps to 54Gbps. Traffic rerouted via alternate cable system with 433ms additional round-trip delay.,South,MPLS,P3-Medium,119,Juniper,Implemented emergency traffic offload through carrier WiFi and small cell densification. Activated additional spectrum through dynamic frequency assignment. Permanent capacity upgrade planned.,2024-12-08T19:50:34,"Voice Calls, SMS",Transport Failure,32951,163,1
ALM-2023-00159,5G NR SA core network experiencing PDU session establishment failures in West. UPF processing latency spiked to 458ms. Affected 87515 IoT devices unable to connect. SMF logs show session binding errors correlated with UPF software defect #SW-42761.,South,SD-WAN,P4-Low,28,Huawei,Rolled back firmware to previous stable version 22.Q4. Reconfigured AMF pool settings per vendor guidelines. Performed progressive site-by-site upgrade with validation checkpoints. Full service restored.,2024-12-09T13:29:29,"VoLTE, Enterprise VPN, IoT Connectivity",Config Error,23612,72,4
ALM-2023-00025,CU-DU functional split failure on 41 distributed 5G nodes in South. F1 interface went down due to transport network IP route withdrawal. Mid-haul link between CU and DU lost for 84 minutes causing complete service disruption.,Central,4G-LTE,P2-High,91,Cisco,Restarted affected network function instances. Applied configuration correction. Root cause analysis completed and design fix scheduled for next maintenance window.,2024-12-11T18:45:21,"Data Sessions, SMS",Link Down,120566,172,2
ALM-2025-00489,Battery backup degradation on 22 East BTS sites. Float charge voltage below threshold causing premature cutoff during grid outage. Preventive maintenance schedule requires immediate overhaul of UPS systems.,South,5G-NR,P2-High,145,Huawei,Re-established PTP synchronization chain using backup grandmaster. Deployed additional GNSS antennas for redundancy. Updated synchronization monitoring dashboards.,2024-12-12T06:41:58,"Video Streaming, Voice Calls, VoLTE",Power Failure,51980,323,8
ALM-2025-00423,PTP/IEEE-1588 grandmaster clock failure in East synchronization hierarchy. Holdover mode activated on 42 slave clocks. Phase error accumulating at 66 ns/s. 5G NR TDD frame alignment at risk after 122 minutes without reference.,Central,4G-LTE,P4-Low,55,Cisco,Executed rollback of misconfigured ACL policies via out-of-band management. Implemented pre-deployment validation checks in CI/CD pipeline. Change freeze applied.,2024-12-12T17:19:01,"IoT Connectivity, Video Streaming, Enterprise VPN",Power Failure,45071,61,0
ALM-2024-00277,Submarine cable EDFA failure causing signal degradation on West international link. Capacity reduced from 250Gbps to 20Gbps. Traffic rerouted via alternate cable system with 200ms additional round-trip delay.,South,3G-UMTS,P4-Low,53,Ericsson,Implemented emergency traffic offload through carrier WiFi and small cell densification. Activated additional spectrum through dynamic frequency assignment. Permanent capacity upgrade planned.,2024-12-17T14:08:28,Roaming Services,Interference,2604,68,0
ALM-2024-00265,CU-DU functional split failure on 37 distributed 5G nodes in South. F1 interface went down due to transport network IP route withdrawal. Mid-haul link between CU and DU lost for 362 minutes causing complete service disruption.,East,MPLS,P3-Medium,67,Ericsson,Applied emergency hotfix patch HF-6376 from vendor. Restarted UPF/SMF network functions. Verified PDU session establishment in staging environment before production rollout.,2024-12-18T19:25:38,Video Streaming,Config Error,90936,103,5
ALM-2024-00297,DWDM wavelength drift detected on Central fiber span kilometer 236. OSNR degraded below threshold causing FEC errors to spike. Amplifier gain tilt compensation adjusted but optical power margin remains critically low.,South,4G-LTE,P1-Critical,33,Cisco,Executed rollback of misconfigured ACL policies via out-of-band management. Implemented pre-deployment validation checks in CI/CD pipeline. Change freeze applied.,2024-12-20T02:55:45,"Voice Calls, Data Sessions",Config Error,185867,94,0
ALM-2023-00177,Fiber cut on backbone ring between North hub and metro aggregation node. APS (Automatic Protection Switching) triggered but secondary path showing 347ms additional latency. 3 enterprise circuits and 112249 mobile subscribers affected on dependent transport.,West,3G-UMTS,P4-Low,21,Cisco,Replaced failed hardware component. Ran comprehensive diagnostic tests post-replacement. Updated preventive maintenance schedule and raised spare parts inventory threshold.,2024-12-25T03:50:59,"SMS, Voice Calls",Capacity Overload,49916,51,1
ALM-2025-00474,Multiple eNodeBs in West showing S1 interface failure after planned maintenance window. MME connection dropped across 39 sites. Cause: BGP route advertisement error on backhaul routers. Subscribers experiencing call drops and data session timeouts in the affected area.,Central,4G-LTE,P1-Critical,144,Ericsson,Executed rollback of misconfigured ACL policies via out-of-band management. Implemented pre-deployment validation checks in CI/CD pipeline. Change freeze applied.,2024-12-27T18:20:33,SMS,Sync Loss,67114,398,5
ALM-2024-00205,CU-DU functional split failure on 23 distributed 5G nodes in South. F1 interface went down due to transport network IP route withdrawal. Mid-haul link between CU and DU lost for 185 minutes causing complete service disruption.,South,4G-LTE,P3-Medium,118,Ericsson,Implemented emergency traffic offload through carrier WiFi and small cell densification. Activated additional spectrum through dynamic frequency assignment. Permanent capacity upgrade planned.,2024-12-30T13:28:18,"Roaming Services, Data Sessions, Enterprise VPN",Hardware Failure,81406,120,4
ALM-2024-00397,Massive MIMO antenna tilt misconfiguration on 5 sector sites in West. SINR degraded by 3 dB causing uplink interference. Capacity reduced by 33% during peak hours. Service degradation reported by enterprise customers using mmWave bands.,North,Fiber,P4-Low,5,Juniper,Implemented emergency traffic offload through carrier WiFi and small cell densification. Activated additional spectrum through dynamic frequency assignment. Permanent capacity upgrade planned.,2025-01-07T07:30:42,"Data Sessions, SMS, Enterprise VPN",Transport Failure,8371,5,4
ALM-2024-00366,Power supply unit failure in South outdoor macro cell cabinet. Generator backup activated but fuel exhaustion after 400 hours caused site blackout. 29 collocated operators affected. TSSR dispatched for emergency repair.,East,MPLS,P1-Critical,239,Cisco,Executed rollback of misconfigured ACL policies via out-of-band management. Implemented pre-deployment validation checks in CI/CD pipeline. Change freeze applied.,2025-01-09T07:01:39,"Roaming Services, VoLTE",Transport Failure,57490,494,2
ALM-2024-00240,5G NR SA core network experiencing PDU session establishment failures in Central. UPF processing latency spiked to 345ms. Affected 11726 IoT devices unable to connect. SMF logs show session binding errors correlated with UPF software defect #SW-45244.,North,5G-NR,P3-Medium,11,Cisco,Restored fiber cut using emergency splice. Reconfigured DWDM parameters. Implemented enhanced physical layer monitoring with OTDR alerts. SLA credit issued to affected customers.,2025-01-11T13:14:34,"Data Sessions, SMS",Power Failure,41584,15,7
ALM-2024-00293,Massive MIMO antenna tilt misconfiguration on 4 sector sites in East. SINR degraded by 3 dB causing uplink interference. Capacity reduced by 41% during peak hours. Service degradation reported by enterprise customers using mmWave bands.,North,MPLS,P1-Critical,187,Ericsson,Replaced failed hardware component. Ran comprehensive diagnostic tests post-replacement. Updated preventive maintenance schedule and raised spare parts inventory threshold.,2025-01-14T02:51:23,"IoT Connectivity, Enterprise VPN, Roaming Services",Hardware Failure,54045,561,3
ALM-2024-00238,35 gNB nodes in Central region reporting X2 interface failures after firmware upgrade to 21.Q4. UE attach success rate dropped from 98% to 43%. Engineers observed increased RRC connection rejections. Root cause identified as misconfigured AMF pool configuration post-upgrade.,West,3G-UMTS,P1-Critical,158,Huawei,Restored BGP route advertisements on backhaul routers. Reset SCTP associations to AMF. Implemented route dampening to prevent future flapping. Added monitoring alerts for BGP state changes.,2025-01-15T16:59:43,"VoLTE, Voice Calls, Enterprise VPN",Transport Failure,127176,205,8
ALM-2024-00351,Incorrect ACL configuration pushed to 18 Juniper routers in North via automated provisioning. Management plane traffic blocked causing loss of visibility to 18 network elements. Emergency rollback executed via out-of-band console access.,Central,5G-NR,P3-Medium,108,Ericsson,Applied emergency hotfix patch HF-6823 from vendor. Restarted UPF/SMF network functions. Verified PDU session establishment in staging environment before production rollout.,2025-01-16T03:04:33,"Data Sessions, Voice Calls, VoLTE",Transport Failure,86279,128,5
ALM-2025-00436,Segment routing MPLS path computation failure in Central SR-TE domain. PCE-server connectivity lost due to TLS certificate expiry. 33 critical traffic classes losing QoS guarantees. Enterprise SLA breached.,South,Fiber,P2-High,119,Huawei,Applied emergency hotfix patch HF-7688 from vendor. Restarted UPF/SMF network functions. Verified PDU session establishment in staging environment before production rollout.,2025-01-17T10:56:41,Roaming Services,Hardware Failure,81690,324,1
ALM-2025-00401,Submarine cable EDFA failure causing signal degradation on North international link. Capacity reduced from 113Gbps to 42Gbps. Traffic rerouted via alternate cable system with 116ms additional round-trip delay.,West,MPLS,P4-Low,58,Juniper,Rolled back firmware to previous stable version 19.Q2. Reconfigured AMF pool settings per vendor guidelines. Performed progressive site-by-site upgrade with validation checkpoints. Full service restored.,2025-01-18T15:54:46,"Voice Calls, Emergency Services",Hardware Failure,48434,65,7
ALM-2024-00360,PTP/IEEE-1588 grandmaster clock failure in South synchronization hierarchy. Holdover mode activated on 26 slave clocks. Phase error accumulating at 59 ns/s. 5G NR TDD frame alignment at risk after 319 minutes without reference.,North,3G-UMTS,P1-Critical,223,Cisco,Restored fiber cut using emergency splice. Reconfigured DWDM parameters. Implemented enhanced physical layer monitoring with OTDR alerts. SLA credit issued to affected customers.,2025-01-19T10:06:07,"IoT Connectivity, Data Sessions",Transport Failure,25040,246,1
ALM-2023-00109,Submarine cable EDFA failure causing signal degradation on East international link. Capacity reduced from 281Gbps to 61Gbps. Traffic rerouted via alternate cable system with 155ms additional round-trip delay.,East,5G-NR,P3-Medium,68,Ericsson,Executed rollback of misconfigured ACL policies via out-of-band management. Implemented pre-deployment validation checks in CI/CD pipeline. Change freeze applied.,2025-01-21T13:47:40,Emergency Services,Hardware Failure,97414,84,3
